,name,age,points,salary,label
66,Cory Joseph,0.4879712243310217,-0.4532459226524274,0.42366455773131734,1
67,Cristiano Felicio,0.24059263905069345,-1.1952080105548364,-0.09516727613471973,0
68,D'Angelo Russell,-0.5015431167902913,1.3798368827535241,2.0657262124163083,2
69,DaQuan Jeffries,-0.9963002873509478,-0.8605976571870833,-0.7175758890831916,0
70,Dakari Johnson,-0.5015431167902913,-1.1661114580880751,-0.8184863674524411,0
71,Damian Jones,-0.5015431167902913,-0.9915321432875084,-0.7851452285534987,0
72,Damian Lillard,0.73534980961135,2.9510507159586252,2.3703866741413395,2
73,Damion Lee,0.24059263905069345,-0.4532459226524274,-0.6851322478763467,0
74,Damyean Dotson,-0.2541645315099631,-0.4532459226524274,-0.660862977179093,0
75,Daniel Gafford,-1.2436788726312762,-0.7296631710866582,-0.7101802298064498,0
76,Daniel Theis,0.24059263905069345,-0.06044246435115209,-0.35392122201576937,1
77,Danilo Gallinari,1.2301069801720064,0.4341989275837872,1.1296305946069618,1
78,Danny Green,1.4774855654523347,-0.08953901681791337,0.7066498158458987,1
79,Dante Exum,-0.5015431167902913,-0.8751459334204639,0.11672280256799362,0
80,Dario Saric,-0.2541645315099631,0.07049202174927306,0.08091293113227253,0
81,Darius Bazley,-1.7384360431919326,0.30326444148336207,-0.6200233535154289,0
82,Darius Garland,-1.4910574579116043,0.9579368719854873,-0.1778676163675579,0
83,Darius Miller,0.9827283948916782,-0.933339038353986,-0.14929338524022023,1
84,David Nwaba,0.24059263905069345,-0.08953901681791337,-0.6788699198735862,0
85,Davis Bertans,0.24059263905069345,0.1432334029161759,0.6692179618619762,1
86,De'Aaron Fox,-0.9963002873509478,2.0345093132556493,-0.036786238105226854,2
87,De'Andre Hunter,-0.9963002873509478,1.0015817006856291,-0.10611691168057936,0
88,De'Anthony Melton,-1.2436788726312762,-0.03134591188439106,0.11382854644464026,0
89,DeAndre Jordan,1.2301069801720064,-0.3223114365520024,0.19608545815518583,1
90,DeAndre' Bembry,-0.2541645315099631,-0.7587597235534194,-0.6877567021969115,0
91,DeMar DeRozan,0.9827283948916782,1.5689644737874715,1.9726947242742645,2
92,DeMarcus Cousins,0.73534980961135,-0.03134591188439106,-0.6996845611164767,1
93,DeMarre Carroll,1.724864150732663,-0.13318384551805493,-0.23936278313101947,1
94,Dean Wade,-0.7489217020706196,-0.8315011047203222,-0.7101802298064498,0
95,Deandre Ayton,-1.2436788726312762,0.6815196235512567,0.15951048323776096,0
96,Dejounte Murray,-0.7489217020706196,0.8415506621184429,0.5961658241331053,2
97,Delon Wright,0.24059263905069345,0.09958857421603409,0.05533445153532889,1
98,Demetrius Jackson,-0.2541645315099631,-1.1661114580880751,-0.8559902504349086,0
99,Dennis Schroder,-0.006785946229634819,0.7542610047181596,0.7715318802497508,2
100,Denzel Valentine,-0.006785946229634819,-0.3514079890187634,-0.3904677536638824,0
101,Derrick Favors,0.4879712243310217,-0.5696321325194719,0.08173144247937474,1
102,Derrick Rose,1.2301069801720064,0.5360368612174511,-0.0794205502113309,1
103,Derrick White,-0.2541645315099631,0.4341989275837872,-0.5057260197504047,0
104,Devin Booker,-0.7489217020706196,2.223636904289597,2.149475270312621,2
105,Devonte' Graham,-0.2541645315099631,0.4778437562839288,-0.6952546753920412,0
106,Dewayne Dedmon,0.9827283948916782,-0.49689075135256905,-0.5721908804717156,1
107,Dillon Brooks,-0.5015431167902913,0.8706472145852042,0.30088785566598786,0
108,Dion Waiters,0.4879712243310217,0.4778437562839288,0.42878025365070604,1
109,Domantas Sabonis,-0.7489217020706196,1.5107713688539488,1.1603247701232942,2
110,Donovan Mitchell,-0.7489217020706196,2.2672817329897383,-0.333918748657041,2
111,Doug McDermott,0.4879712243310217,0.5505851374508316,-0.11518877988226817,1
112,Draymond Green,0.9827283948916782,-0.5405355800527109,1.4106824266057694,1
113,Drew Eubanks,-0.7489217020706196,-0.7587597235534194,-0.6996845611164767,0
114,Duncan Robinson,-0.2541645315099631,0.3905540988836454,-0.6952546753920412,0
115,Dwayne Bacon,-0.5015431167902913,0.012298916815750745,-0.6937206828136533,0
116,Dwight Howard,1.9722427360129913,-0.46779419888580803,-0.6996845611164767,1
117,Dwight Powell,0.4879712243310217,-0.7878562760201804,0.26816019102169847,1
118,Dylan Windler,-0.7489217020706196,-0.6423735136863747,-0.6468009522358773,0
119,Dzanan Musa,-1.4910574579116043,-0.802404552253561,-0.6605764982076072,0
120,E'Twaun Moore,1.2301069801720064,-0.802404552253561,-0.6996845611164767,1
121,Ed Davis,0.9827283948916782,-1.0933700769211723,-0.35337384255239473,1
122,Edmond Sumner,-0.5015431167902913,-0.7151148948532775,-0.6444927502370491,0
123,Elfrid Payton,-0.006785946229634819,0.3760058226502649,-0.37776036500012083,0
124,Enes Kanter,0.24059263905069345,0.3323609939501231,-0.35337384255239473,1
125,Eric Bledsoe,0.9827283948916782,0.2159747840830787,0.8610565588390535,1
126,Eric Gordon,1.2301069801720064,1.1616127392528155,0.8604709139702019,2
127,Eric Paschall,-0.7489217020706196,-0.04589418811777157,-0.7101802298064498,0
128,Ersan Ilyasova,1.4774855654523347,-1.4279804302889254,-0.7882660076921625,1
129,Evan Fournier,0.24059263905069345,1.4234817114536658,0.919887061912024,2
130,Frank Jackson,-1.2436788726312762,-0.6714700661531359,-0.8399123343576985,0
131,Frank Kaminsky,-0.006785946229634819,-0.46779419888580803,-0.6996845611164767,0
132,Frank Ntilikina,-1.2436788726312762,-0.802404552253561,-0.23354091654691833,0
133,Fred VanVleet,-0.006785946229634819,1.4962230926205686,1.3086799517855672,2
134,Furkan Korkmaz,-0.9963002873509478,-0.08953901681791337,-0.6851322478763467,0
135,Garrett Temple,1.724864150732663,-0.19137695045157724,-0.37776036500012083,1
136,Gary Clark,-0.2541645315099631,-0.933339038353986,-0.660862977179093,0
137,Gary Harris,-0.2541645315099631,-0.016797635651010542,1.0949169144928472,0
138,George Hill,1.724864150732663,0.28871616524998156,0.11576125636298533,1
139,Georges Niang,-0.006785946229634819,-0.700566618619897,-0.6830081086166981,0
140,Giannis Antetokounmpo,-0.2541645315099631,2.791019677391439,1.9510157350488342,2
141,Glenn Robinson III,-0.006785946229634819,-0.6569217899197554,-0.7702437179099112,0
142,Goga Bitadze,-1.4910574579116043,-0.8751459334204639,-0.5628953540444311,0
143,Goran Dragic,1.724864150732663,0.5942299661509733,0.9761597170252999,1
144,Gordon Hayward,0.9827283948916782,1.5398679213207098,2.0504558600969327,2
145,Gorgui Dieng,0.9827283948916782,-0.2786666078518606,0.8316605423192253,1
146,Grant Williams,-1.2436788726312762,-0.700566618619897,-0.6098328872440066,0
147,Grayson Allen,-0.5015431167902913,-0.04589418811777157,-0.6050691512038718,0
148,Guerschon Yabusele,-0.5015431167902913,-1.0933700769211723,-0.7591784676362734,0
149,Hamidou Diallo,-1.2436788726312762,0.30326444148336207,-0.6952546753920412,0
150,Harrison Barnes,0.24059263905069345,0.943388595752107,1.4075058863815841,2
151,Hassan Whiteside,0.9827283948916782,-0.2641183316184801,-0.6996845611164767,1
152,Henry Ellenson,-0.7489217020706196,-0.3368597127853829,-0.854134173641436,0
153,Iman Shumpert,0.73534980961135,-1.2824976679551197,-0.8197406337779568,1
154,Isaac Bonga,-1.4910574579116043,-1.107918353154553,-0.6952546753920412,0
155,Isaiah Hartenstein,-1.2436788726312762,-0.9187907621206055,-0.6996845611164767,0
156,Isaiah Roby,-0.9963002873509478,-0.1186355692846744,-0.7101802298064498,0
157,Isaiah Thomas,1.2301069801720064,1.2052575679529574,-0.854134173641436,1
158,Ish Smith,1.2301069801720064,-0.6714700661531359,-0.25160730362799477,1
159,Ivica Zubac,-0.7489217020706196,-0.19137695045157724,-0.14929338524022023,0
160,JJ Redick,2.2196213212933196,-0.1622803979848162,0.46599182576833964,1
161,JR Smith,1.9722427360129913,0.3760058226502649,-0.7164535053984777,1
162,Ja Morant,-1.4910574579116043,1.3798368827535241,0.07240041312240969,0
163,JaKarr Sampson,0.24059263905069345,-1.0497252482210306,-0.6996845611164767,0
164,JaMychal Green,0.73534980961135,-0.1622803979848162,-0.1288551569030784,1
165,JaVale McGee,1.4774855654523347,-0.2641183316184801,-0.435772356725989,1
166,Jabari Parker,-0.2541645315099631,-1.03517697198765,-0.2004503444341075,0
167,Jacob Evans,-0.9963002873509478,-1.0206286957542696,-0.6590909001126167,0
168,Jae Crowder,0.73534980961135,0.041395469282511775,0.08173144247937474,1
169,Jahlil Okafor,-0.5015431167902913,-0.802404552253561,-0.6728473133816082,0
170,Jake Layman,-0.006785946229634819,-0.5405355800527109,-0.48067947021515905,0
171,Jakob Poeltl,-0.5015431167902913,-0.3950528177189052,-0.036558589636814055,0
172,Jalen Brunson,-0.7489217020706196,0.3469092701835036,-0.6952546753920412,0
173,Jalen Lecque,-1.7384360431919326,-1.2388528392549778,-0.7101802298064498,0
174,Jalen McDaniels,-0.9963002873509478,-0.7733079997867999,-0.7101802298064498,0
175,Jamal Murray,-0.7489217020706196,1.6417058549543744,1.9261444492557867,2
176,James Harden,0.9827283948916782,2.252733456756358,3.3554617040195263,2
177,James Johnson,1.724864150732663,-0.5987286849862331,0.776350865805815,1
178,Jared Dudley,1.9722427360129913,-1.3552390491220225,-0.6996845611164767,1
179,Jarred Vanderbilt,-1.4910574579116043,-0.6132769612196137,-0.6952546753920412,0
180,Jarrett Allen,-1.2436788726312762,0.4487472038171677,-0.46545341982244565,0
181,Jarrett Culver,-1.2436788726312762,-0.4386976464190469,-0.24093800821851766,0
182,Javonte Green,-0.006785946229634819,-0.8169528284869415,-0.7101802298064498,0
183,Jaxson Hayes,-1.7384360431919326,-0.6278252374529942,-0.34316189035811095,0
184,Jaylen Brown,-0.7489217020706196,2.1654437993560745,1.5324916482588242,2
185,Jaylen Nowell,-1.4910574579116043,0.09958857421603409,-0.7101802298064498,0
186,Jayson Tatum,-0.9963002873509478,2.1945403518228352,0.1471223139993692,2
187,Jeff Green,1.724864150732663,-0.0022493594176297696,-0.6996845611164767,1
188,Jeff Teague,1.2301069801720064,-0.46779419888580803,-0.6996845611164767,1
189,Jerami Grant,-0.006785946229634819,1.9617679320887467,1.0835893313324632,2
190,Jeremy Lamb,0.24059263905069345,0.18687823161631745,0.20880532911699073,1
191,Jerian Grant,0.24059263905069345,-0.5405355800527109,-0.8603751180352535,0
192,Jerome Robinson,-0.7489217020706196,-0.6714700661531359,-0.483090497701967,0
193,Jevon Carter,-0.5015431167902913,-1.0206286957542696,-0.463908684282627,0
194,Jimmy Butler,0.9827283948916782,1.6708024074211354,2.651969617690498,2
195,Joakim Noah,2.2196213212933196,-0.14773212175143544,-0.20744176141929932,1
196,Joe Harris,0.4879712243310217,0.7106161760180177,0.7788400611262711,2
197,Joe Ingles,1.4774855654523347,0.3614575464168844,0.24601045545776593,1
198,Joel Embiid,-0.006785946229634819,2.9219541634918635,2.1570679861961777,2
199,John Collins,-0.9963002873509478,1.2343541204197184,-0.4421872347810657,0
200,John Henson,0.73534980961135,-0.3223114365520024,-0.854134173641436,1
201,John Konchar,-0.5015431167902913,-0.8460493809537027,-0.6506315853403156,0
202,John Wall,0.73534980961135,1.6417058549543744,3.3554617040195263,2
203,Jon Leuer,0.9827283948916782,-0.49689075135256905,-0.5412224013401856,1
204,Jonas Valanciunas,0.24059263905069345,0.8851954908185847,0.6692179618619762,2
205,Jonathan Isaac,-0.9963002873509478,0.30326444148336207,-0.11219783710603835,0
206,Jordan Bell,-0.2541645315099631,-0.9478873145873667,-0.8061423978267929,0
207,Jordan Clarkson,0.24059263905069345,1.1179679105526736,0.3111192475047653,2
208,Jordan Poole,-1.4910574579116043,0.1432334029161759,-0.6543885524235147,0
209,Josh Gray,-0.006785946229634819,-0.7151148948532775,-0.6996845611164767,0
210,Josh Hart,-0.2541645315099631,-0.10408729305129388,-0.5082966569498976,0
211,Josh Jackson,-0.7489217020706196,0.4923920325173093,-0.37776036500012083,0
212,Josh Okogie,-1.2436788726312762,-0.7296631710866582,-0.5942525237519163,0
213,Josh Richardson,-0.006785946229634819,0.5069403087506901,0.2462473121788336,0
214,Jrue Holiday,0.73534980961135,0.8851954908185847,1.7819954950923533,2
215,Juancho Hernangomez,-0.5015431167902913,-0.5259873038193302,-0.20116654186282193,0
216,Julius Randle,-0.2541645315099631,1.9617679320887467,1.068242243574297,2
217,Justin Anderson,-0.006785946229634819,-0.6714700661531359,-0.8527015741561703,0
218,Justin Holiday,0.9827283948916782,0.25961961278322027,-0.28021427520921655,1
219,Justin Jackson,-0.2541645315099631,-0.4096010939522857,-0.35088761433557186,0
220,Justin James,-0.7489217020706196,-1.1224666293879335,-0.7101802298064498,0
221,Justin Robinson,-0.9963002873509478,-1.2243045630215974,-0.8553596897558847,0
222,Justise Winslow,-0.5015431167902913,-0.2932148840852412,0.46459012508642716,0
223,Jusuf Nurkic,-0.2541645315099631,-0.0022493594176297696,0.45322192330044314,0
224,Juwan Morgan,-0.9963002873509478,-1.2970459441885003,-0.7101802298064498,0
225,KZ Okpala,-1.4910574579116043,-1.03517697198765,-0.7101802298064498,0
226,Kawhi Leonard,0.4879712243310217,2.340023114156641,2.651969617690498,2
227,Kelan Martin,-0.5015431167902913,-1.2388528392549778,-0.7175758890831916,0
228,Keldon Johnson,-1.4910574579116043,0.5942299661509733,-0.6559478165397443,0
229,Kelly Olynyk,0.4879712243310217,0.02684719304913126,0.44613770759127364,1
230,Kemba Walker,0.73534980961135,1.1470644630194347,2.651969617690498,2
231,Kendrick Nunn,-0.5015431167902913,0.5069403087506901,-0.6952546753920412,0
232,Kenrich Williams,-0.2541645315099631,-0.4096010939522857,-0.660862977179093,0
233,Kent Bazemore,0.9827283948916782,-0.5405355800527109,-0.6996845611164767,1
234,Kevin Durant,1.2301069801720064,2.791019677391439,3.2382130229646884,2
235,Kevin Huerter,-1.2436788726312762,0.30326444148336207,-0.5829079564810798,0
236,Kevin Love,1.2301069801720064,-0.5841804087528526,2.3326638393735224,1
237,Kevon Looney,-0.5015431167902913,-0.8605976571870833,-0.37219152073619266,0
238,Khem Birch,0.24059263905069345,-0.6278252374529942,-0.5585490587913184,0
239,Khris Middleton,0.4879712243310217,1.5398679213207098,2.5161605779566076,2
240,Khyri Thomas,-0.7489217020706196,-1.0933700769211723,-0.7892992759539607,0
241,Klay Thompson,0.9827283948916782,1.6998989598878964,2.7524684871660736,2
242,Kris Dunn,-0.006785946229634819,-0.36595626525214403,-0.37776036500012083,0
243,Kristaps Porzingis,-0.5015431167902913,1.4380299876870462,2.149475270312621,2
244,Kyle Anderson,-0.006785946229634819,0.4341989275837872,0.10701321171299383,0
245,Kyle Kuzma,-0.5015431167902913,0.3323609939501231,-0.5010304247799161,0
246,Kyle Lowry,1.9722427360129913,1.1325161867860545,2.255083696872482,2
247,Kyle Singler,1.2301069801720064,-0.48234247511918854,-0.7632587467015778,1
248,Kyrie Irving,0.4879712243310217,2.6600851912910137,2.5579687051717306,2
249,LaMarcus Aldridge,1.9722427360129913,0.5651334136842121,0.8482673190405817,1
250,Landry Shamet,-0.7489217020706196,-0.2932148840852412,-0.6516506319674578,0
251,Langston Galloway,0.4879712243310217,-0.6860183423865165,-0.6996845611164767,1
252,Larry Sanders,1.2301069801720064,-0.49689075135256905,-0.6746194927620028,1
253,Lauri Markkanen,-0.9963002873509478,1.1470644630194347,-0.1767638538159906,0
254,LeBron James,2.2196213212933196,2.2672817329897383,3.147216660973296,2
255,Lonzo Ball,-0.9963002873509478,0.637874794851115,0.2603492395502206,0
256,Lou Williams,1.724864150732663,0.3178127177167426,-0.04697946685244567,1
257,Luguentz Dort,-1.4910574579116043,0.4051023751170259,-0.7101802298064498,0
258,Luka Doncic,-1.2436788726312762,2.791019677391439,-0.04192925184082512,2
259,Luka Samanic,-1.4910574579116043,-0.8751459334204639,-0.5765235679736828,0
260,Luke Kennard,-0.7489217020706196,-0.2641183316184801,-0.3259050109993186,0
261,Luke Kornet,-0.5015431167902913,-1.1370149056213141,-0.6352844975821494,0
262,Luol Deng,1.9722427360129913,0.7251644522513986,-0.35392122201576937,1
263,Malcolm Brogdon,0.24059263905069345,1.714447236121277,1.2524072966722912,2
264,Malik Beasley,-0.7489217020706196,1.5544161975540907,0.5081651113581884,2
265,Malik Monk,-0.9963002873509478,0.3614575464168844,-0.3185526305100547,0
266,Marc Gasol,2.2196213212933196,-0.7296631710866582,-0.6030808848278422,1
267,Marcus Smart,-0.006785946229634819,0.4341989275837872,0.5102659230444445,1
268,Mario Hezonja,-0.2541645315099631,-0.42414937018566623,-0.6632150718489096,0
269,Markelle Fultz,-1.2436788726312762,0.4487472038171677,0.39181392799544795,0
270,Markieff Morris,0.9827283948916782,-0.5405355800527109,-0.6996845611164767,1
271,Marko Guduric,-0.2541645315099631,-0.8605976571870833,-0.5841275383882621,0
272,Marquese Chriss,-0.9963002873509478,-0.48234247511918854,-0.6788699198735862,0
273,Marvin Bagley III,-1.2436788726312762,0.5942299661509733,0.05161431746274941,0
274,Mason Plumlee,0.9827283948916782,0.07049202174927306,-0.04697946685244567,1
275,Matisse Thybulle,-0.7489217020706196,-0.8896942096538444,-0.5880891333082368,0
276,Matt Thomas,-0.2541645315099631,-1.0497252482210306,-0.7101802298064498,0
277,Matthew Dellavedova,0.73534980961135,-0.9769838670541279,-0.6996845611164767,1
278,Maurice Harkless,-0.006785946229634819,-1.2243045630215974,-0.4948074876357349,0
279,Maxi Kleber,0.4879712243310217,-0.2932148840852412,-0.013727443376418935,1
280,Meyers Leonard,0.4879712243310217,-0.9478873145873667,0.09626001889043873,1
281,Mfiondu Kabengele,-0.9963002873509478,-1.2534011154883586,-0.6530993970518287,0
282,Mikal Bridges,-0.7489217020706196,0.5651334136842121,-0.41950444370233286,0
283,Mike Conley,1.4774855654523347,0.9579368719854873,2.664557503697583,2
284,Mike Muscala,0.4879712243310217,-0.016797635651010542,-0.6319046596021276,1
285,Mike Scott,1.2301069801720064,-0.8751459334204639,-0.35337384255239473,1
286,Miles Bridges,-0.9963002873509478,-0.03134591188439106,-0.46295511856325294,0
287,Mitchell Robinson,-1.2436788726312762,-0.17682867421819673,-0.6952546753920412,0
288,Miye Oni,-0.9963002873509478,-1.1370149056213141,-0.7101802298064498,0
289,Mo Bamba,-1.2436788726312762,-0.7587597235534194,-0.2547749425412803,0
290,Monta Ellis,1.9722427360129913,1.1616127392528155,-0.6357551416067332,1
291,Monte Morris,-0.5015431167902913,0.08504029798265357,-0.6891315966322065,0
292,Montrezl Harrell,-0.006785946229634819,0.7251644522513986,0.08173144247937474,0
293,Moritz Wagner,-0.9963002873509478,-0.3950528177189052,-0.6442963075137446,0
294,Moses Brown,-1.4910574579116043,-0.46779419888580803,-0.7375984159699239,0
295,Myles Turner,-0.5015431167902913,0.4923920325173093,0.9761597170252999,2
296,Nassir Little,-1.4910574579116043,-0.6569217899197554,-0.6393115734098922,0
297,Naz Reid,-1.4910574579116043,0.23052306031645925,-0.7101802298064498,0
298,Nemanja Bjelica,1.2301069801720064,-0.38050454148552454,-0.13394629748205406,1
299,Nerlens Noel,-0.2541645315099631,-0.7296631710866582,-0.35392122201576937,0
300,Nicolas Batum,1.2301069801720064,-0.17682867421819673,0.05978285607899256,1
301,Nicolas Claxton,-1.4910574579116043,-0.0022493594176297696,-0.7101802298064498,0
302,Nicolo Melli,0.73534980961135,-1.1370149056213141,-0.46672886512906764,1
303,Nikola Jokic,-0.2541645315099631,2.5146024289572084,2.1570679861961777,2
304,Nikola Vucevic,0.73534980961135,2.136347246889313,1.7946710641274966,2
305,Noah Vonleh,-0.5015431167902913,-1.4279804302889254,-0.8384804510698616,0
306,Norman Powell,-0.006785946229634819,1.4089334352202851,0.2462473121788336,2
307,Norvel Pelle,0.24059263905069345,-1.0933700769211723,-0.8432022384034574,0
308,OG Anunoby,-0.9963002873509478,0.6087782423843539,-0.4693093244647257,0
309,Omari Spellman,-0.9963002873509478,-0.4386976464190469,-0.6620620963025977,0
310,Oshae Brissett,-1.2436788726312762,-1.1515631818546945,-0.8347966384383098,0
311,PJ Dozier,-0.7489217020706196,-0.3077631603186217,-0.6851322478763467,0
312,Pascal Siakam,-0.2541645315099631,1.4525782639204268,2.2611406808410384,2
313,Pat Connaughton,0.24059263905069345,-0.42414937018566623,-0.3602367532560915,0
314,Patrick Beverley,1.2301069801720064,-0.22047350291833825,0.4986947304443792,1
315,Patrick McCaw,-0.5015431167902913,-1.2824976679551197,-0.4562351404035439,0
316,Patrick Patterson,1.2301069801720064,-0.7442114473200387,-0.5505988580769149,1
317,Patty Mills,1.2301069801720064,0.4487472038171677,0.5194011235616154,1
318,Paul George,0.73534980961135,1.845381722221702,2.761579746226342,2
319,Paul Millsap,2.2196213212933196,-0.04589418811777157,0.15764836992310347,1
320,Paul Watson,-0.2541645315099631,-1.0497252482210306,-0.7175758890831916,0
321,Quinn Cook,0.24059263905069345,-1.0060804195208888,-0.7631768955668676,0
322,RJ Barrett,-1.7384360431919326,1.0888713580859126,-0.023267193126895035,0
323,Rajon Rondo,1.9722427360129913,-0.8605976571870833,-0.021400987255502026,1
324,Raul Neto,0.24059263905069345,-0.3077631603186217,-0.6996845611164767,0
325,Rayjon Tucker,-0.9963002873509478,-0.8460493809537027,-0.8307040817027989,0
326,Reggie Bullock,0.73534980961135,-0.0749907405845326,-0.435772356725989,1
327,Reggie Jackson,0.73534980961135,-0.1622803979848162,-0.6996845611164767,1
328,Richaun Holmes,-0.006785946229634819,0.5942299661509733,-0.35337384255239473,0
329,Ricky Rubio,0.73534980961135,-0.14773212175143544,0.8738457986375254,1
330,Robert Covington,0.73534980961135,-0.17682867421819673,0.37643082573800923,1
331,Robin Lopez,1.2301069801720064,-0.23502177915171904,-0.11859920972388786,1
332,Rodions Kurucs,-0.9963002873509478,-1.2824976679551197,-0.6833564875088085,0
333,Rodney Hood,0.24059263905069345,-0.7442114473200387,0.16250316535060336,1
334,Rodney McGruder,0.4879712243310217,-0.6132769612196137,-0.3342455393123716,1
335,Romeo Langford,-1.4910574579116043,-1.0642735244544113,-0.4939685135049552,0
336,Royce O'Neale,-0.006785946229634819,-0.3368597127853829,0.004177492341441613,0
337,Rudy Gay,1.724864150732663,0.1577816791495564,0.6180610026680889,1
338,Rudy Gobert,0.24059263905069345,0.6815196235512567,1.9507285398799197,2
